sequence_index,phase,local_normalized_time,mean_attention_weight,p05_attention_weight,p95_attention_weight
323,cooling,0.6180904522613065,0.0020633035,0.0009303138067480177,0.003213910339400172
324,cooling,0.6231155778894473,0.0020675205,0.0009329858003184199,0.003218442108482122
325,cooling,0.628140703517588,0.0020716644,0.0009359515854157508,0.0032279965933412315
326,cooling,0.6331658291457286,0.0020756905,0.0009387560770846903,0.003232439840212464
327,cooling,0.6381909547738693,0.0020796768,0.0009412768122274429,0.003239272185601294
328,cooling,0.6432160804020101,0.0020835756,0.0009431257785763592,0.0032473738538101315
329,cooling,0.6482412060301508,0.0020873747,0.000944907043594867,0.0032525672344490882
330,cooling,0.6532663316582915,0.002091129,0.0009467135067097842,0.0032571671763435
331,cooling,0.6582914572864321,0.0020948057,0.0009484592883381993,0.0032613086979836215
332,cooling,0.6633165829145728,0.002098412,0.000949484365992248,0.0032706286525353784
333,cooling,0.6683417085427136,0.0021019313,0.0009501579334028065,0.0032799937296658747
334,cooling,0.6733668341708543,0.0021053997,0.0009509434632491321,0.0032871132716536518
335,cooling,0.678391959798995,0.002108798,0.0009516073041595519,0.003296475973911583
336,cooling,0.6834170854271356,0.0021121132,0.0009522556618321687,0.003305625868961215
337,cooling,0.6884422110552764,0.0021153765,0.0009529505390673876,0.0033108193660154935
338,cooling,0.6934673366834171,0.0021185824,0.0009536157886032015,0.0033159416401758787
339,cooling,0.6984924623115578,0.0021217016,0.0009545471461024135,0.003320648265071213
340,cooling,0.7035175879396985,0.0021247866,0.0009560395090375095,0.0033274234505370256
341,cooling,0.7085427135678392,0.0021278027,0.0009576636715792119,0.0033350598998367785
342,cooling,0.7135678391959799,0.002130762,0.0009592122049070894,0.003338827495463192
